rest_or_suffix	frequency
දිව	6666
ණයකි	6661
ජවාදී	6657
වෙන්නේ	6657
බලන	6654
රාල්වරයා	6652
කෙන	6640
ච්චිය	6624
ධාරියෙක්	6624
නයත්	6624
ඟු	6611
තුරකට	6593
නියක්	6587
වරණයේ	6583
ෂ්ක	6577
කන	6566
තුරෙන්	6562
නල්	6558
ලපුව	6553
කලපුව	6547
නායකවරයා	6547
හයන්	6545
න්ගෙ	6540
නාට	6540
කයාගේ	6535
ෂ්ඨ	6521
ත්කාරයෙන්	6515
යක්කාර	6510
ළුවක්	6507
ඳා	6503
කිරීමේ	6486
ශවාසීන්	6479
වැසි	6469
යකය	6465
න්ධතා	6457
පතිට	6456
පයෙන්	6450
ත්‍යවරුන්	6437
හත්කාරයෙන්	6433
ගමක්	6431
නකට	6427
යගොඩ	6420
පල්	6417
සවි	6412
ල්ස්	6409
හසේ	6406
ජා	6403
නත්	6402
වුණේ	6396
දිලිව	6379
රාගල	6373
කරුවෝ	6368
තකට	6356
තනයක	6356
ත්‍රය	6356
හාය	6352
කාරක	6343
ලද	6342
තකර	6340
හසු	6334
තමින්	6330
තිස්ස	6329
ෂිත	6319
පාත	6315
දෙමින්	6295
ධිධාරී	6295
වුරේ	6294
ගඩු	6292
නුම	6277
රක්ෂක	6277
යස්	6275
පොළේ	6266
දායික	6261
ටයුතු	6259
ලටත්	6253
වහොත්	6241
ක්කයෙන්	6219
දෙයි	6215
චන	6212
ගහ	6208
ලගේ	6207
නෙ	6203
ත්කර	6195
රසය	6182
ක්ෂණයට	6181
ඝණය	6172
ධාර	6167
දාවත්	6163
සකි	6158
දායී	6157
ගාවලියට	6146
ක්ත	6144
දාට	6142
පණය	6142
කරුට	6141
බීම	6139
රුවක්	6139
ගන්නේ	6115
රුණු	6111
දීන්ගේ	6106
න්තරයෙන්	6094
බෝධයක්	6091
රීත්වය	6090
විරත්න	6087
කටයුතු	6084
ශනය	6084
නන	6082
ඵලය	6080
රවලින්	6080
ලීමට	6067
කුද	6062
ත්වරු	6059
පතිගේ	6057
ල්ඩ්	6056
ක්ෂගේ	6049
න්දුවක්	6044
ලුම්	6042
නතාව	6035
වලියක්	6033
දුරන්	6030
රනවා	6021
රෙහි	6019
කිලිමත්	6018
නකොට	6018
දල්	6010
ල්ගේ	6006
කුමාර	6005
න්නීය	6004
පාලනයේ	5999
රීමක්	5994
පදයේ	5990
ලාල්	5982
ටේ	5977
රීමෙන්	5975
ශිය	5975
තියෙන්	5967
බව	5958
පනික	5957
පක්ෂගේ	5955
ණවල	5951
දානම	5944
යන්න	5942
නපුර	5934
නෝ	5924
බා	5921
වෙන්න	5921
ත්‍යාග	5914
වන්නට	5908
ර්තු	5907
ටුවන	5903
තිකය	5899
මුදල්	5897
වාදයට	5897
පාලනයට	5893
දෙනා	5892
යේද	5887
ක්ස්	5885
රගත්	5874
මහා	5865
වෙලක්	5851
රුද්ද	5848
ර්ණය	5844
වාර්ය	5835
ලයීය	5827
සර්	5823
තාවයට	5819
නයකි	5814
ස්තානය	5813
වෙන්ම	5810
චිකරුවන්	5808
ත්වනු	5804
කවරුන්	5800
න්තිය	5800
ෂය	5796
ර්ධනපුර	5793
රුයි	5789
රාම්	5774
දට	5768
ක්කම්	5763
සැල්	5754
ල්ලෙන්	5748
ණෙ	5746
වර්ධනපුර	5746
රද	5741
මත්ව	5738
තුමාට	5736
නනීය	5732
මිණ	5730
ඔය	5726
වෙකුට	5712
සීමාව	5691
ලවල	5689
රදීම	5688
න්ධයක්	5683
රක්ෂිත	5683
තිවරණය	5675
ටක්	5672
කයන්ගෙන්	5667
නියාව	5666
දිවි	5664
ල්පය	5651
ජනතාව	5645
වලා	5638
කාරීත්වය	5632
හන්ව	5626
රතුංග	5616
ටුවීම	5614
න්නවා	5606
කත්වයට	5604
පුරුදු	5601
ම්භය	5596
මිය	5583
හනට	5583
කදීම	5580
ම්ම	5580
යැයි	5569
රදුන්	5566
නෙකුට	5559
ත්වී	5557
ල්ලම	5556
ල්ට	5548
කාශ	5537
සයෙන්	5524
ණානායක	5517
න්නේද	5517
කමින්	5515
ත්පත	5501
ස්තාන	5500
වේග	5498
මනින්ම	5496
ක්වීමට	5492
ම්ලත්	5492
රමුල්ල	5483
න්නයි	5471
හාර	5469
කාරියක්	5465
ණයත්	5465
ණම	5464
ම්පික්	5462
ස්පතිවරයා	5461
ර්තමේන්තු	5460
කාවක	5457
ෂි	5424
රුවරයා	5417
කුණු	5416
ත්වුණා	5407
දායි	5402
වරට	5399
තිනි	5390
නීන්	5382
කරයේ	5373
ශ්‍යතාවය	5365
නෙන්	5361
ක්තිය	5349
මතුංග	5347
දාන	5345
මහල්	5342
හයේ	5339
හණයක්	5337
ර්මික	5335
නවද	5312
යාද	5312
ත්වයකි	5306
කටත්	5305
වක්ද	5303
රකයින්	5302
ෂත්වයක්	5299
ගුවේ	5295
පෑ	5289
ධිකරණයේ	5274
ග්‍රහණ	5271
පත්තියක්	5270
රත්වය	5270
න්නෙත්	5267
රියකු	5267
රුවලට	5266
යුණු	5260
පොළට	5257
බදු	5256
රූ	5250
වෙත්	5240
මං	5239
ථනය	5236
රණීය	5231
පිටි	5230
ගාරයට	5228
ෂ්‍ය	5228
ත්‍යවරයාගේ	5227
ලයාගේ	5224
යාත්	5217
කථනය	5213
න්සේට	5212
චිය	5208
න්වලට	5208
දේශය	5205
රිත්වය	5205
ද්දා	5193
ඹදී	5184
යේදීය	5180
පුරා	5179
දරයා	5177
ස්මක්	5177
වික්‍රම	5169
ව්ව	5166
පතිවරණය	5157
වන්ද	5150
පතිවරුන්	5131
ලූම	5127
ත්‍යංශ	5126
කරණයක්	5123
ශේෂ	5123
හිටි	5121
ඩය	5119
ලීය	5115
ජුලිගේ	5114
ටයක්	5109
සානයේදී	5105
ටර	5092
බිමක්	5090
ධිකරණයට	5086
බේ	5086
ලීනව	5084
ණුවක්	5082
ම්ය	5079
ක‍්‍රම	5077
ධාරියකු	5072
ණොත්	5070
වෙතත්	5070
න්ත්‍රික	5068
දක	5064
ත්වයි	5060
රකරුවන්	5044
න්ත්‍රණ	5036
සූහ	5034
බහ	5032
පත්‍රය	5014
තාගෙන්	5013
ස්ථාවල	5013
ප්පෙරුම	5008
ස්වලට	5004
කෙරෙන	5003
න්ත්‍රණය	4995
කාලීනව	4993
හගේ	4986
යුමක්	4981
ත්‍යය	4975
ලයන්ට	4975
ෂත්වයකි	4968
රතන	4966
ලකා	4966
න්පිල	4963
තිනිය	4962
කාර්මික	4960
කාට	4954
ගමන	4951
ලවලට	4949
යටද	4948
සුන්ට	4948
ශයක	4947
වන්ගොඩ	4946
ත්වලත්	4940
යවසම්	4933
ජනයක්	4926
වාදයේ	4921
ධානයෙන්	4920
ණවලින්	4919
සුණු	4917
ෂික	4916
දියා	4909
ඩේ	4901
ලියේදී	4894
දේව	4872
නන්	4871
සුරුවරයා	4870
ම්ගේ	4869
පණ	4868
මණක්	4867
නාවක	4866
යන්ද	4862
මීටර	4857
පිටියේ	4852
ලකින්	4850
ත්පතේ	4845
කිනි	4842
යෝගී	4842
ර්වේද	4835
පව	4827
මක්ද	4826
ර්ථ	4822
ටහනේ	4820
හයෙන්	4817
ල්පයක්	4816
පකාර	4814
ශික	4811
ධිපතිවරණය	4807
සටහනේ	4807
කරුවා	4805
ලාට	4799
නීම්	4794
පැදි	4784
මුවේ	4779
වතුන්	4779
හයට	4764
දරියන්	4760
පටයක්	4759
දාත්	4758
සරයක්	4754
ටම්	4751
රාජ	4750
න්නාව	4749
ගිල්ල	4747
දෙනෙකු	4747
කරත්න	4742
වුම්කරු	4742
රුපැදි	4733
නියට	4732
නාගමන	4726
ගෙදර	4725
තයා	4724
කාරිත්වය	4721
ෂණයක්	4710
ඳීමට	4706
රෙයි	4701
චාරය	4700
නැගිල්ල	4700
දියුණු	4697
දුම්කරුවන්	4695
න්ද්‍රන්ගේ	4694
ළිවෙලක්	4682
පනයට	4680
ගතයේ	4678
නාවෙන්	4676
දොර	4674
ටහනට	4671
රිව	4671
නාගත්	4668
ව්‍යුහගත	4665
පිළිවෙලක්	4663
ගන්නවා	4662
සටහනට	4660
ත්වීමේ	4654
ද්ගල	4652
න්දුව	4652
කුටත්	4642
ද්දේ	4640
කරන්න	4635
දනයට	4630
සීලන්ත	4630
වීය	4628
ශගත	4628
සුවා	4620
මාලා	4618
වෙකි	4615
දීමෙන්	4606
හම	4600
නාවේ	4592
වලියේදී	4592
යින්ගෙන්	4588
න්‍යයේ	4586
දයන්	4583
ඇල්ල	4580
ස්වරයා	4580
ශාලා	4579
තාන්ත්‍රික	4578
න්දල	4578
ද්ධිය	4574
තාවයේ	4573
දියෙකු	4572
ර්ථය	4572
රිස්වරයා	4572
ක්කවල	4564
ක්ව	4559
ශයන්	4557
ටදී	4556
ක්ෂාවෙන්	4552
තනවලට	4549
ශ්	4549
තාද	4548
ලෝ	4545
දුම්පත්	4543
කාවෙන්	4532
වො	4530
සාරිස්වරයා	4526
ජනා	4516
ට්ටුව	4516
ස්කරණය	4511
රුවට	4508
සනාවන්ත	4508
මල්	4507
ජීය	4504
න්තරය	4502
ශකවරයා	4501
රියගේ	4496
ර්ජනනීය	4493
වාස	4488
වකුට	4486
න්තික	4485
යගහ	4481
ධායනයට	4478
ඩංගුවේ	4466
යන්දල	4465
වත්ව	4463
සිකව	4463
ගත්කම	4462
කැලේ	4458
චියට	4458
මතුන්	4458
රුන්ගෙන්	4458
රෝ	4456
සාධක	4452
ලියගහ	4449
ස්ථාවලදී	4444
යන්ය	4441
සීමේ	4439
ලිපිටිය	4432
නතම	4431
ත්‍රා	4425
භී	4425
ෂයි	4425
නම්ව	4423
නාධිකරණය	4421
බිම්	4419
න්නකි	4414
සංස්කරණය	4414
වැති	4413
නමට	4411
මෙහි	4411
ර්යයෙන්ම	4409
ව්පියන්	4404
ණේය	4401
ත්නය	4401
කරුගේ	4398
ඳීම	4389
ක්ෂවරයා	4388
ලුන්	4386
ස්ගත	4384
වාර්යයෙන්ම	4383
නයයි	4379
ක්ට	4378
යෝගයට	4376
රයත්	4369
නුවන්	4364
ත්තන්	4360
ධානාත්මක	4359
වරියක්	4358
ඩාවේ	4357
චනාධිකරණය	4352
චාරයක්	4340
යාචනාධිකරණය	4337
යෝජනා	4335
වටම	4333
තාවන්	4327
විධාන	4326
නද	4324
පාඩු	4323
ම්බර	4323
රොත්තුව	4322
පොරොත්තුව	4315
ර්ගේ	4300
ගාරයක්	4297
ධානියේ	4296
භෝගී	4296
යලය	4296
ත්වැඩියා	4295
රමක්	4291
සෙන්	4284
ණුකරු	4282
ළුවේ	4282
ලෝක	4279
හේන	4275
රස්ථානයේ	4273
ක්කවලත්	4266
ච්ඡාවකදී	4263
තයන්ගේ	4259
ගවලට	4257
බෙන	4251
න්තුවෙන්	4250
ලීම්	4248
රාජා	4245
යාවැති	4244
ක්ෂකයා	4228
රුවයි	4227
ස්ථාවන්	4226
ග්	4224
ද්ධියේ	4220
තයේදී	4219
ළිවෙල	4218
පභෝගී	4216
නීමක්	4211
මුන්	4210
රංග	4207
සීම්	4202
ගැනීම්	4200
පිළිවෙල	4200
කම්ලත්	4196
දිලිය	4190
නෙකා	4187
මාවේ	4184
යො	4182
නාගාරය	4181
රයන්ට	4179
තුන්ගේ	4178
න්සි	4176
ණියගේ	4175
සේත්ම	4175
නෙදා	4174
ඳවත්	4173
ඹා	4169
සුකම්ලත්	4164
රදිව	4163
හැකි	4163
පාණන්	4157
කාරය	4153
ධර්ම	4152
කුම	4149
න්නම්	4149
මේන්තුවෙන්	4148
ඩුවේ	4145
ලාසි	4142
ර්ගය	4132
පාතය	4130
සකගේ	4129
සීමක්	4127
යංගනී	4126
ගණයේදී	4125
යාවන්	4125
වේදීන්ට	4123
තෙක්	4120
සුන්ගේ	4119
ග්‍රහණයක්	4116
තුරේ	4112
සල්	4110
ණවලදී	4107
මෙනි	4106
ප්‍රාප්ත	4102
ගණයේ	4098
යමින්	4092
ජයෙන්	4089
ක්කයක්	4088
තීම	4086
යීම්	4084
ත්‍යාංශයට	4078
යේදීම	4074
න්නව	4068
තිවරණ	4065
රුද්දේ	4064
ගණය	4062
ග්‍රහය	4062
රණයකට	4062
තුවෙන්	4061
ජාණන්	4059
ත්‍රයක්	4058
තුමක්	4050
යටයි	4050
ලයෙකුට	4050
යකුත්	4049
සිංහගේ	4045
දෙන්න	4044
රතා	4042
ලියා	4037
තිවරයාගෙන්	4036
නිසුරු	4035
නෙන	4035
වුර	4034
රජාණන්	4033
වතී	4033
තවත්	4030
සියාවේ	4028
ක්දැයි	4020
විනිසුරු	4020
වක්ම	4014
න්පිට	4002
තාවයන්	3999
සියක්	3999
ර්ණයේ	3997
ර්ෂණය	3996
න්ධීකරණ	3995
රුද්ධ	3986
රවෙල	3985
ගාරගත	3981
නතාවට	3974
කත්ව	3968
ශ්‍යය	3968
ස්සුන්ට	3968
සරයට	3961
නාගාරගත	3959
ඟයේ	3957
ළුම	3957
ත්වීමෙන්	3953
රිකයන්	3952
හන්සේගේ	3950
නිස්ට්	3949
සීලන්තය	3948
ක්ෂට	3939
ජනතාවට	3939
රුවෙන්	3937
ර්ගයක්	3935
ඥවරයා	3931
කත්	3928
දවා	3926
ණෙන්	3924
ලන්ගොඩ	3922
ණාව	3921
පතිවරණ	3921
යදාස	3921
මිණි	3920
වප්‍රාප්ත	3913
නාකාර	3911
ඳපොළේ	3910
සාධන	3909
ළුන්	3907
බඳවත්	3905
යකයන්	3903
රුන්ද	3898
තරම්	3895
න්වූ	3895
කවම	3891
ධයකින්	3891
ගැනීමක්	3890
භාරය	3888
ර්මය	3885
සේත්	3883
ච්ඡාවේදී	3879
තිගෙන්	3879
බූ	3877
ර්ජාලය	3876
න්වත්	3870
දිළි	3866
නවත්	3863
මනාකාර	3862
න්තරයේ	3860
කීමේ	3859
නවිට	3849
හේන්පිට	3847
ර්ගික	3842
රුවල	3840
යුනිස්ට්	3839
ළී	3837
නත්වය	3835
ර්ධනයට	3834
ක්ෂිතව	3829
කුව	3828
කින්ම	3827
රෙකු	3826
